Kategori;Tindak Lanjut/Arahan;Rekomendasi ;PIC;Status ;Rapat ;Tanggal Rapat;Due Date;Durasi-Tgl Rapat;Durasi-DueDate;Email Due Reminder;Keterangan ; ; ; ; ; ; ; ; ; ; ; ; ; 
;Hasil Rapat RKA 2026 dengan BP-BUMD,  segera buatkan skenario mengenai dampak operasional, pelanggan apabila disubsidi Rp3,7T serta berikan gambaran subsidi apabila Transjakarta beroperasi dengan kapasitas maksimal.;;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;Rapat Eksternal;19-Nov-25;26-Nov-25;181;174;;;;;;;;;;;;;;;
;Hasil Rapat RKA 2026 dengan BP-BUMD,  segera buatkan skenario mengenai dampak operasional, pelanggan apabila disubsidi Rp3,7T serta berikan gambaran subsidi apabila Transjakarta beroperasi dengan kapasitas maksimal.;;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Closed;Rapat Eksternal;19-Nov-25;26-Nov-25;181;174;;;;;;;;;;;;;;;
;Hasil Rapat RKA 2026 dengan BP-BUMD,  segera buatkan skenario mengenai dampak operasional, pelanggan apabila disubsidi Rp3,7T serta berikan gambaran subsidi apabila Transjakarta beroperasi dengan kapasitas maksimal.;;Divisi Keuangan;Closed;Rapat Eksternal;19-Nov-25;26-Nov-25;181;174;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Persiapkan mekanisme pengelolaan dan pembongkaran aset (Koordinasikan dengan Prasarana)";;Divisi Legal dan Kepatuhan;Closed;Rapat Eksternal;19-Nov-25;26-Nov-25;181;174;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Persiapkan mekanisme pengelolaan dan pembongkaran aset (Koordinasikan dengan Legal)";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;Rapat Eksternal;19-Nov-25;26-Nov-25;181;174;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Gubernur mengarahkan untuk segera lakukan pembongkaran Halte Tosari Lama sesuai jadwal (mulai dari 20 November)";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;Rapat Eksternal;19-Nov-25;20-Nov-25;181;180;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Gubernur mengarahkan untuk mempersiapkan mitigasi atas adanya gangguan akibat pemasangan pagar proyek di segmen Koridor 1 Halte Tosari Lama untuk pelaksanaan pembongkaran Halte Tosari Lama (mulai tanggal 20 November 2025) ";;Divisi Operasional Bus;Closed;Rapat Eksternal;19-Nov-25;20-Nov-25;181;180;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Gubernur mengarahkan untuk mempersiapkan mitigasi atas adanya gangguan akibat pemasangan pagar proyek di segmen Koridor 1 Halte Tosari Lama untuk pelaksanaan pembongkaran Halte Tosari Lama (mulai tanggal 20 November 2025) ";;Divisi Pelayanan;Closed;Rapat Eksternal;19-Nov-25;20-Nov-25;181;180;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Persiapkan untuk peninjauan Gubernur terhadap eskalator di Halte Cipulir tanggal 21 November";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;Rapat Eksternal;19-Nov-25;21-Nov-25;181;179;;;;;;;;;;;;;;;
;"Hasil Rapimgub Pembongkaran Halte Transjakarta:
Persiapkan untuk peninjauan Gubernur terhadap eskalator di Halte Cipulir tanggal 21 November";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;Rapat Eksternal;19-Nov-25;21-Nov-25;181;179;;;;;;;;;;;;;;;
;"Persiapan Employee Gathering 2025:
Siapkan opsi konsep dan venue acara employee gathering sesuai ketersediaan anggaran, dengan mengeksplorasi alternatif family gathering vs employee gathering. Selain itu, lakukan eksplorasi terkait kemungkinan bundling paket Sea World serta opsi lokasi venue di Ragunan. Agar disusun dan dilaporkan kepada Direksi pada 21 November 2025.";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;21-Nov-25;;;;;;;;;;;;;;;;;
;"Persiapan Employee Gathering 2025:
Partnership program untuk pelaksanaan employee gathering telah disetujui oleh Direksi. Diminta untuk melakukan eksplorasi peluang barter value dengan mitra potensial. Lakukan pengecekan terkait aspek tata kelola dan kepatuhan kepada SPI.";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Persiapan Employee Gathering 2025:
Antisipasi potensi narasi negatif yang mungkin muncul, serta pastikan untuk menjaga nuansa efisiensi terkait penyelenggaraan kegiatan employee gathering. Selain itu, perlu disiapkan langkah mitigasi menghadapi kemungkinan cuaca ekstrem agar kegiatan tetap dapat berjalan dengan baik.";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Penataan Kantor Pusat:
Pastikan rasionalisasi HPS Masterplan Kantor oleh PDW dengan melakukan penajaman kembali terhadap struktur harga yang disampaikan konsultan agar perhitungan dapat dipertanggungjawabkan di kemudian hari";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Penataan Kantor Pusat:
Agar biaya pekerjaan renovasi ruang IT lebih terkendali, instruksikan Senior Spesialis Perencanaan dan Analisa Harga untuk melakukan pembuatan HPS dengan referensi harga pasar dan Inkindo";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Penataan Kantor Pusat:
Agar biaya pekerjaan renovasi ruang IT lebih terkendali, instruksikan Senior Spesialis Perencanaan dan Analisa Harga untuk melakukan pembuatan HPS dengan referensi harga pasar dan Inkindo";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Penataan Kantor Pusat:
Dalam seluruh perencanaan penataan kantor, utamakan aspek fungsional ketimbang estetika agar kebutuhan operasional dapat terpenuhi terlebih dahulu secara efektif dan efisien";;Divisi Sumber Daya Manusia dan Umum;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Terkait pengendapan armada di PIK 2, terdapat dua opsi yang perlu disiapkan:
1. Apabila ditempatkan di bandara, perlu penambahan tenaga keamanan
2. Apabila ditempatkan di PIK 2, cari titik alternatif di PIK 2, komunikasikan dengan InJourney mengenai kemungkinan penempatan armada berstiker InJourney di area lain";;Divisi Swakelola;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Terkait pengendapan armada di PIK 2, terdapat dua opsi yang perlu disiapkan:
1. Apabila ditempatkan di bandara, perlu penambahan tenaga keamanan
2. Apabila ditempatkan di PIK 2, cari titik alternatif di PIK 2, komunikasikan dengan InJourney mengenai kemungkinan penempatan armada berstiker InJourney di area lain";;Divisi Penjualan;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Terkait dengan penerapan booking seat, kaji optimalisasi dan minimalisir titik-titik pemberhentian multitrip dan pastikan kelayakan lokasi untuk verifikasi pelanggan";;Divisi Penjualan;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Pastikan peningkatan tarif harus diikuti dengan peningkatan kualitas layanan melalui benefit tambahan. Penataan tempat tunggu agar dibuat lebih eksklusif sebagai added value atas kenaikan tarif.";;Divisi Penjualan;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Kaji skema tarif bulanan royaltrans";;Divisi Penjualan;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Komunikasikan kepada operator lain yang berminat mengambil alih rute yang akan ditutup";;Divisi Penjualan;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis Pengembangan Royaltrans:
Terkait dengan skema pramudi, lakukan analisis komprehensif terkait dampak finansial (termasuk potensi penghematan) dari 3 opsi skema. Agar dilaporkan segera kepada Direksi melalui nota.";;Divisi Sumber Daya Manusia dan Umum;Open;BOD;19-Nov-25;24-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Tetapkan agregator (Pihak ke 3) yang akan menjadi pintu masuk peserta. Proses seleksi akan dilaksanakan oleh agregator dengan intervensi TJ karena hasil akhir program berkaitan langsung dengan kualitas pramudi yang dihasilkan. Program rekrutmen 1.000 pramudi Mikrotrans harus dijalankan melalui pihak ketiga agar tidak menyalahi aturan hubungan antara Transjakarta dan operator, mengingat pramudi merupakan tanggung jawab operator. Peran Transjakarta hanya sebagai pendukung. Sasaran utama program adalah masyarakat yang ingin menjadi pramudi namun tidak memiliki kemampuan untuk membayar proses sertifikasi dan pembuatan SIM. ";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Proses pelatihan untuk sertifikasi akan sepenuhnya ditangani oleh TJ Academy.";;Unit Bisnis TJ Academy;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Mekanisme distribusi lulusan kepada operator perlu dirancang dengan baik, termasuk memastikan bahwa pramudi yang telah dibina mendapat perlakuan sesuai standar (seperti gaji UMP, dll.)";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Mekanisme distribusi lulusan kepada operator perlu dirancang dengan baik, termasuk memastikan bahwa pramudi yang telah dibina mendapat perlakuan sesuai standar (seperti gaji UMP, dll.)";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Di minggu ke-3 November 2025 harap sudah dirumuskan seluruh mekanisme rekrutmen termasuk:
1. Proses rekrutmen, proses saringan pertama, dan seterusnya.
2. Teknis pelaksanaan rekrutmen (lokasi, dll.)
3. Rencana kelasnya seperti apa (Ditargetkan Januari 2026 kelas sudah dimulai)
4. Pastikan peserta bebas narkoba (jadwalkan tes)";;Unit Bisnis TJ Academy;Closed;BOD;19-Nov-25;21-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Di minggu ke-3 November 2025 harap sudah dirumuskan seluruh mekanisme rekrutmen termasuk:
1. Proses rekrutmen, proses saringan pertama, dan seterusnya.
2. Teknis pelaksanaan rekrutmen (lokasi, dll.)
3. Rencana kelasnya seperti apa (Ditargetkan Januari 2026 kelas sudah dimulai)
4. Pastikan peserta bebas narkoba (jadwalkan tes)";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;19-Nov-25;21-Nov-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Di minggu ke-4 November 2025, ditargetkan rekrutmen sudah dibuka untuk umum";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;19-Nov-25;28-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis TJ Academy:
Terkait dengan faculty member, tonjolkan sertifikasi dan rekam jejak penghargaan faculty member agar nilai jual program TJ Academy semakin kuat. Pastikan FM yang dipilih memenuhi kualifikasi yang ditetapkan sehingga kualitas pembelajaran tetap terjaga. Untuk Faculity member dari internal karyawan TJ, pastikan telah dipenuhi sertifikasi.";;Unit Bisnis TJ Academy;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Program Strategis TJ Academy:
Pengembangan simulator harus disesuaikan dengan kebutuhan aktual operasional. Seluruh skenario dan kondisi di dalam simulator (termasuk simulasi seperti insiden tabrakan, bencana dll.) harus relevan dan berfungsi dengan baik. Lakukan identifikasi kasus-kasus riil di lapangan dan susun video/skenario simulasi berdasarkan kasus tersebut";;Unit Bisnis TJ Academy;Open;BOD;19-Nov-25;26-Nov-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Segera persiapkan pedoman mengenai mekanisme, tata cara, dan penanganan terhadap halte yang ditutup dan tidak digunakan lagi, yang memuat langkah-langkah yang harus dilakukan sebagai acuan dalam tindak lanjut pengelolaannya";;Divisi Pelayanan;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Pastikan kesiapan pramusapa untuk aktivasi Halte Koridor 2 Extension tanggal 20 Desember 2025";;Divisi Pelayanan;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Pastikan kesiapan perangkat IT untuk aktivasi Halte Koridor 2 Extension tanggal 20 Desember 2025 dengan perangkat minimal terlebih dahulu";;Divisi Pengembangan Sistem dan Inovasi Teknologi Informasi;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Pastikan kesiapan untuk aktivasi Halte Koridor 2 Extension tanggal 20 Desember 2025 agar material yang digunakan minimal saja, untuk kepentingan fungsional";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Penentuan metode pengadaan agar menjaga aspek GCG. Segera adakan pembahasan antara Keuangan, Prasarana, dan Sekper untuk membahas metode pengadaan yang paling tepat, yakni apakah melalui PL/PLD";;Divisi Keuangan;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Penentuan metode pengadaan agar menjaga aspek GCG. Segera adakan pembahasan antara Keuangan, Prasarana, dan Sekper untuk membahas metode pengadaan yang paling tepat, yakni apakah melalui PL/PLD";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Aktivasi Halte Koridor 2 Extension dan Perbaikan Halte Milik DBM:
Penentuan metode pengadaan agar menjaga aspek GCG. Segera adakan pembahasan antara Keuangan, Prasarana, dan Sekper untuk membahas metode pengadaan yang paling tepat, yakni apakah melalui PL/PLD";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;10-Dec-25;20-Dec-25;;;;;;;;;;;;;;;;;
;"Hub Sentral Cawang:
Tim Legal agar full support dalam pendampingan proses perizinan dan semua aspek legal untuk memastikan kepatuhan terhadap ketentuan dan persyaratan yang berlaku";;Divisi Legal dan Kepatuhan;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Hub Sentral Cawang:
Menegaskan kembali bahwa target timeline penyelesaian Phase 1 (Halte, JPM, dan UKI) adalah pada Juni 2026";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Hub Sentral Cawang:
Persiapkan pengajuan Rapimtas ke Gubernur. Buatkan summary report atas support yang dibutuhkan untuk dieskalasikan ke Rapimtas Gubernur, dengan catatan bahwa seluruh pekerjaan yang menjadi tanggung jawab TJ harus diselesaikan terlebih dahulu";;Divisi Pengembangan dan Pengelolaan Prasarana;Open;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Hub Sentral Cawang:
Persiapkan pengajuan Rapimtas ke Gubernur. Buatkan summary report atas support yang dibutuhkan untuk dieskalasikan ke Rapimtas Gubernur, dengan catatan bahwa seluruh pekerjaan yang menjadi tanggung jawab TJ harus diselesaikan terlebih dahulu";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Open;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Hub Sentral Cawang:
Untuk hal-hal yang masih pending, agar segera bersurat kepada Kepala Dinas terkait untuk menyampaikan daftar pendingan serta meminta tindak lanjut percepatan dan informasikan bahwa dalam waktu dekat hal tersebut akan diminta untuk disajikan dalam Ratas Gubernur";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Kajian Investasi Hub Sentral Cawang:
a. Agar terlebih dahulu mempresentasikan Kelayakan Keuangan Tahap 1 kepada DK dan DB, kemudian dibawa ke dalam BOD Meeting
b. Kajian investasi tidak bisa dilihat secara terpisah, agar digabung keseluruhan project
c. Disarankan agar nilai sewa lahan menggunakan angka riil yang saat ini sudah digunakan dalam pembayaran sewa lahan yang berjalan, sehingga tidak perlu lagi menggunakan angka asumsi
d. Konsultanagar di-challenge dengan ide-ide kreatif untuk menghasilkan pendapatan baru melalui model bisnis yang tepat
e. Agar pendanaan tidak seluruhnya menggunakan dana Equity, melainkan membuka opsi pembiayaan melalui pinjaman";;Divisi Pemasaran;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Peningkatan Fasilitas Layanan Halte Ujung:
Terkait kekurangan biaya retribusi dan biaya sewa lahan, akan dilakukan realokasi anggaran dari Direktorat Bisnis & Pemanfaatan Aset ke Direktorat Operasional & Keselamatan";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Peningkatan Fasilitas Layanan Halte Ujung:
Untuk di area Depo, pemasangan sambungan listrik PLN dilakukan menggunakan sambungan meteran baru dengan anggaran dari Prasarana";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Dec-25;19-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Perlu dijalankan segera perpanjangan unit eksisting Mikrotrans sebelum 01 Januari 2025 agar 333 layanan tidak hilang. Perpanjangan dilakukan maksimal untuk 1 tahun, dan apabila terdapat kontrak baru maka masa perpanjangan tersebut akan berakhir";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Finalkan kajian komprehensif terkait uji coba bus listrik";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Sampaikan alternatif solusi yang dapat dipilih oleh Pemprov, sebagai berikut:
a. Opsi 1: Sebagai bentuk komitmen terhadap elektrifikasi, Pemprov dapat menetapkan pelaksanaan uji coba 30 unit mikrotrans listrik, dengan memberikan kuota kepada Transjakarta untuk mengoperasikan armada tersebut sebagai proyek percontohan (piloting)
b. Opsi 2: Memberikan keleluasaan (voluntary) bagi operator atau mitra untuk berpartisipasi dalam uji coba armada mikrotrans listrik sesuai kesiapan masing-masing";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Mengajukan dispensasi untuk tetap mengoperasikan ICE dengan dua opsi sebagai berikut:
a. Perpanjangan hingga 5 tahun
b. Perpanjangan hingga 7 tahun";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Keputusan final agar diserahkan kepada Gubernur untuk memilih dan memutuskan";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Pengadaan Pembelian Ulang 333 Unit Mikrotrans:
Pastikan transformasi pengelolaan juga berjalan saat proses perpindahan ke EV nantinya";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Struktur Organisasi Kewilayahan:
Pastikan kehadiran seluruh fungsi di semua layanan BRT, Non-BRT, dan Mikrotrans, baik dari aspek pelayanan, prasarana, maupun operasional";;Divisi Pelayanan;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Struktur Organisasi Kewilayahan:
Kepala Divisi Sumber Daya Manusia & Umum agar menyusun ketetapan dan aturan terkait penamaan serta nomenklatur sebutan petugas di lapangan seperti pramusapa, pramujaga, pramurute, dan pramubakti. Penetapan ini perlu ditata dan diformalkan kembali serta disosialisasikan secara resmi";;Divisi Sumber Daya Manusia dan Umum;Open;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Struktur Organisasi Kewilayahan:
Agar dibuat kompetisi antar kewilayahan untuk meningkatkan motivasi dan semangat kerja. Misalnya melalui kontes berkala setiap 3 bulan atau setiap 1 semester, sehingga mendorong adanya pergerakan dan peningkatan kinerja";;Divisi Pelayanan;Open;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Struktur Organisasi Kewilayahan:
Segera lakukan pembahasan internal antara fungsi Pelayanan dan Prasarana untuk merumuskan solusi percepatan penggantian lampu rusak dan penggantian flush, sehingga dapat tercapai pemenuhan 100% dengan SLA 1×24 jam";;Divisi Pelayanan;Open;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Struktur Organisasi Kewilayahan:
Kepemilikan (ownership) halte beradadi Divisi Pelayanan. Agar dilakukan penataan dan kerapian halte secara menyeluruh";;Divisi Pelayanan;Closed;BOD;10-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Dalam prosesnya, Transjakarta harus memegang kendali dalam pengaturan dan quality control sepenuhnya sehingga tidak menyerahkannya sepenuhnya kepada Baznas";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;10-Dec-25;15-Dec-25;;;;;;;;;;;;;;;;;
;"Rekrutmen 1.000 Pramudi Mikrotrans:
Untuk batas usia dalam flyer pendaftaran, koordinasikan dengan Baznas agar disiapkan jawaban terkait penetapan batas usia 45 tahun";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Closed;BOD;10-Dec-25;15-Dec-25;;;;;;;;;;;;;;;;;
;"Peningkatan Resiliensi Kelangsungan Usaha dan Tanggap Darurat Transportasi Publik:
Lokasi seremonial diusulkan bertempat di Balai Kota DKI Jakarta dengan estimasi waktu pelaksanaan di minggu kedua Januari 2026. Pelaksanaan MoU agar dilaksanakan bersamaan dengan MoU dengan Dinas Kesehatan, MoU dengan DPPAPP, MoU dengan Satpol PP, dan lainnya (jika ada).";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Open;BOD;17-Dec-25;07-Jan-26;;;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Regulasi Transjakarta:
Lakukan penyempurnaan paparan terutama pada bagian tabel fungsi lead agency";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Closed;BOD;17-Dec-25;02-Jan-26;;;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Regulasi Transjakarta:
Persiapkan penyampaian hasil kajian ke Dewan Komisaris untuk memperoleh masukan/saran dan arahan lebih lanjut";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Closed;BOD;17-Dec-25;02-Jan-26;;;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Regulasi Transjakarta:
Tindaklanjuti hasil kajian dalam bentuk surat ke Gubernur, yang memuat usulan langkah-langkah konkret implementasi rekomendasi kajian. Surat dimaksud diarahkan untuk mendorong terbentuknya Komite Reformasi Transportasi sehingga substansi surat perlu diarahkan untuk memicu terbentuknya komite. Sekaligus cantumkan daftar isu strategis yang memerlukan atensi dan dukungan Gubernur/Wakil Gubernur, antara lain pengembangan Hub Sentral Cawang, penyesuaian tarif, dan isu strategis lainnya. (Target penyampaian: awal tahun 2026)";;"""Divisi Perencanaan Perusahaan, Manajemen Risiko dan Mutu""";Closed;BOD;17-Dec-25;07-Jan-26;;;;;;;;;;;;;;;;;
;"Gugus Tugas Driver Management dan Road Safety Transjakarta:
Segera ditindaklanjuti dan dilaksanakan agar Road Hazard Mapping (RHM) dalam format video dapat diselesaikan sesuai target pada 31 Desember 2025. Eksplorasi video dengan beberapa talent dan menambahkan visual/foto kejadian laka agar pramudi lebih aware dan berhati-hati";;Divisi Keselamatan dan Pengawasan Operasional;Closed;BOD;17-Dec-25;31-Dec-25;;;;;;;;;;;;;;;;;
;"Gugus Tugas Driver Management dan Road Safety Transjakarta:
Seluruh safety action agar diperiksa kembali implementasi dan pelaksanaannya untuk memastikan ketercapaian 100%";;Divisi Keselamatan dan Pengawasan Operasional;Open;BOD;17-Dec-25;31-Dec-25;;;;;;;;;;;;;;;;;
;"Gugus Tugas Akuntabilitas Operasional:
Lakukan percepatan progres agar segera diselesaikan akhir tahun 2025 ini, meliputi perbaikan pedoman dan lainnya";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;17-Dec-25;31-Dec-25;;;;;;;;;;;;;;;;;
;"Gugus Tugas Akuntabilitas Operasional:
Periksa detail hasil penilaian audit operator, agar dilakukan perhitungan ulang sehingga klasifikasi penilaian tetap membuka ruang evaluasi dan perbaikan berkelanjutan (indikator kuning).";;Divisi Perencanaan Operasional dan Manajemen Operator;Open;BOD;17-Dec-25;31-Dec-25;;;;;;;;;;;;;;;;;
;"Program Strategis New Product B2C (Media Glass):
Fokus pada pengembangan bisnis dengan menekankan pada analisis bisnis–regulasi–teknis (BRT). Selanjutnya, agar menggunakan Business Model Canvas guna mengetahui potensi bisnis, cost structure, dan revenue stream, dll. Harap diperbaiki dan dipaparkan kembali ke Direksi pada BOD Meeting selanjutnya.";;Divisi Pengembangan Sistem dan Inovasi Teknologi Informasi;Closed;BOD;17-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"JLI:
Siapkan surat laporan ke BPBUMD DKI Jakarta dan surat teguran ke PT Jaklingko Indonesia (JLI)";;Divisi Pengembangan Sistem dan Inovasi Teknologi Informasi;Closed;BOD;17-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"JLI:
Laporan rutin evaluasi periodik 6 bulanan terkait Pergub 63/2021 mengenai integrasi pembayaran agar segera disiapkan, agar dibuat lebih ekstrim dan kaitkan dengan keinginan Gubernur dan sertakan dengan alasan operasional";;Divisi Pengembangan Sistem dan Inovasi Teknologi Informasi;Closed;BOD;17-Dec-25;24-Dec-25;;;;;;;;;;;;;;;;;
;"Laporan Piutang NFB:
Untuk piutang tahun berlalu dan sebelum proses audit selesai, sebaiknya segera dibuat kesepakatan untuk melakukan net-off guna mengunci angka tidak bergerak";;Divisi Keuangan;Closed;BOD;07-Jan-26;14-Jan-26;;;;;;;;;;;;;;;;;
;"Laporan Piutang NFB:
Untuk piutang tahun berlalu dan sebelum proses audit selesai, sebaiknya segera dibuat kesepakatan untuk melakukan net-off guna mengunci angka tidak bergerak";;Divisi Penjualan;Closed;BOD;07-Jan-26;14-Jan-26;;;;;;;;;;;;;;;;;
